금융회사명,상품명,가입방법,만기이자,우대조건,가입대상,금리유형,적립유형,저축기간(개월),기본금리(%),최고우대금리(%),금융권
대원저축은행,정기적금,영업점,연 0.1%,없음,제한없음,복리,자유적립식,24,3.0,3.0,2금융권
대원저축은행,정기적금,영업점,연 0.1%,없음,제한없음,단리,정액적립식,24,3.6,3.6,2금융권
대원저축은행,정기적금,영업점,연 0.1%,없음,제한없음,단리,자유적립식,24,1.1,1.1,2금융권
대원저축은행,정기적금,영업점,연 0.1%,없음,제한없음,단리,정액적립식,24,1.0,1.0,2금융권
대원저축은행,정기적금,영업점,연 0.1%,없음,제한없음,단리,자유적립식,36,2.4,2.4,2금융권
대원저축은행,정기적금,영업점,연 0.1%,없음,제한없음,단리,정액적립식,36,3.0,3.0,2금융권
대원저축은행,정기적금,영업점,연 0.1%,없음,제한없음,복리,자유적립식,36,2.8,2.8,2금융권
대원저축은행,정기적금,영업점,연 0.1%,없음,제한없음,단리,정액적립식,36,3.3,3.3,2금융권
대원저축은행,정기적금,영업점,연 0.1%,없음,제한없음,단리,자유적립식,36,1.1,1.1,2금융권
대원저축은행,정기적금,영업점,연 0.1%,없음,제한없음,단리,정액적립식,36,1.0,1.0,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,단리,자유적립식,1,1.2,1.2,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,단리,자유적립식,3,2.5,2.5,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,복리,정액적립식,6,2.4,2.4,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,단리,자유적립식,6,3.0,3.0,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,단리,정액적립식,6,2.1,2.1,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,복리,정액적립식,6,1.6,1.6,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,복리,정액적립식,12,3.8,3.8,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,단리,자유적립식,12,3.2,3.2,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,단리,자유적립식,12,3.5,3.5,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,복리,정액적립식,12,1.6,1.6,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,복리,정액적립식,24,3.8,3.8,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,단리,자유적립식,24,3.0,3.0,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,단리,정액적립식,24,3.7,3.7,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,단리,자유적립식,24,3.6,3.6,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,복리,정액적립식,24,1.7,1.7,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,단리,자유적립식,36,3.0,3.0,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,단리,정액적립식,36,3.7,3.7,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,단리,자유적립식,36,3.6,3.6,2금융권
대한저축은행,장학적금자유식,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리 
- 만기후 1개월초과 : 보통예금 금리",없음,만19세 미만의 청소년만 가입가능,복리,정액적립식,36,1.8,1.8,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,6,2.6,2.6,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,6,2.7,2.7,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,자유적립식,6,1.7,1.7,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,6,2.1,2.1,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,6,2.5,2.5,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,12,3.7,3.7,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,12,3.1,3.1,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,자유적립식,12,1.9,1.9,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,12,4.0,4.0,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,12,3.8,3.8,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,24,3.8,3.8,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,24,2.6,2.6,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,자유적립식,24,2.0,2.0,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,24,4.0,4.0,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,24,3.6,3.6,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,36,3.9,3.9,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,36,2.1,2.1,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,자유적립식,36,2.0,2.0,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,36,3.6,3.6,2금융권
대한저축은행,정기적금,영업점,"- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,36,3.3,3.3,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,6,2.3,2.3,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,6,2.5,2.5,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,6,2.1,2.1,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,6,3.5,3.5,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,자유적립식,6,1.7,1.7,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,12,3.3,3.3,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,12,3.9,3.9,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,12,3.8,3.8,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,12,3.5,3.5,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,자유적립식,12,1.9,1.9,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,12,4.0,4.0,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,24,3.2,3.2,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,24,3.9,3.9,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,24,3.7,3.7,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,24,3.5,3.5,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,자유적립식,24,2.0,2.0,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,24,4.0,4.0,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,36,3.1,3.1,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,36,3.7,3.7,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,복리,정액적립식,36,3.5,3.5,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,자유적립식,36,2.0,2.0,2금융권
대한저축은행,정기적금-인터넷,"인터넷,스마트폰","- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리

- 만기후 1개월초과 : 보통예금 금리",없음,제한없음,단리,정액적립식,36,3.6,3.6,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,6,2.3,2.3,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,6,2.5,2.5,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,복리,정액적립식,6,3.5,3.5,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,12,3.3,3.3,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,12,3.9,3.9,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,12,4.0,4.0,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,12,3.0,3.0,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,복리,정액적립식,12,3.5,3.5,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,12,3.8,3.8,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,24,3.2,3.2,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,24,3.9,3.9,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,24,3.0,3.0,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,복리,정액적립식,24,3.5,3.5,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,36,3.1,3.1,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,36,3.0,3.0,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,복리,정액적립식,36,3.5,3.5,2금융권
더블저축은행,정기적금,영업점,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,36,3.2,3.2,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,복리,자유적립식,1,1.5,1.5,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,복리,정액적립식,3,2.5,2.5,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,6,1.4,1.4,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,복리,정액적립식,6,2.5,2.5,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,12,1.7,1.7,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,복리,정액적립식,12,3.9,3.9,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,12,3.0,3.0,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,12,3.8,3.8,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,복리,정액적립식,12,3.5,3.5,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,24,1.8,1.8,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,복리,정액적립식,24,3.9,3.9,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,24,3.0,3.0,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,24,3.5,3.5,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,36,1.9,1.9,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,36,5.0,5.0,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,36,3.2,3.2,2금융권
더블저축은행,"정기적금(인터넷뱅킹,비대면)",인터넷,"*만기경과 1개월이내 : 
- 해당 약정기간 정기적금 현행이율
*만기경과 1개월이후 : 보통예금 이율",없음,제한없음,복리,정액적립식,36,3.0,3.0,2금융권
더케이저축은행,e-정기적금,"인터넷,스마트폰","-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,6,2.1,2.1,2금융권
더케이저축은행,e-정기적금,"인터넷,스마트폰","-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,12,3.2,3.2,2금융권
더케이저축은행,e-정기적금,"인터넷,스마트폰","-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,24,3.3,3.3,2금융권
더케이저축은행,e-정기적금,"인터넷,스마트폰","-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,36,3.4,3.4,2금융권
더케이저축은행,정기적금,"영업점,인터넷,스마트폰","-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,6,2.1,2.1,2금융권
더케이저축은행,정기적금,"영업점,인터넷,스마트폰","-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,12,3.1,3.1,2금융권
더케이저축은행,정기적금,"영업점,인터넷,스마트폰","-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,24,3.2,3.2,2금융권
더케이저축은행,정기적금,"영업점,인터넷,스마트폰","-30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율",없음,제한없음,단리,정액적립식,36,3.3,3.3,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,6,2.6,2.6,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,6,2.5,2.5,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,자유적립식,6,2.3,2.3,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,6,1.7,1.7,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,12,3.7,3.7,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,12,3.8,3.8,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,자유적립식,12,2.8,2.8,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,12,2.9,2.9,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,24,3.8,3.8,2금융권
동양저축은행,정기적금,영업점,"1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용
1개월후: 보통예금 금리와 동일",없음,제한없음,단리,정액적립식,24,3.6,3.6,2금융권
