금융회사명,상품명,가입방법,만기이자,우대조건,가입대상,금리유형,저축기간(개월),기본금리(%),최고우대금리(%),금융권
디비저축은행,정기예금,영업점,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,3,2.0,2.0,2금융권
디비저축은행,정기예금,영업점,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,6,2.3,2.3,2금융권
디비저축은행,정기예금,영업점,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,12,2.9,2.9,2금융권
디비저축은행,정기예금,영업점,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,24,2.5,2.5,2금융권
라온저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,1,1.5,1.5,2금융권
라온저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,3,2.5,2.5,2금융권
라온저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,6,2.9,2.9,2금융권
라온저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,12,2.96,2.96,2금융권
라온저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,12,3.0,3.0,2금융권
라온저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,24,2.6,2.6,2금융권
라온저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,36,2.4,2.4,2금융권
라온저축은행,정기예금 비대면,"인터넷,스마트폰","- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,1,1.5,1.5,2금융권
라온저축은행,정기예금 비대면,"인터넷,스마트폰","- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,3,2.5,2.5,2금융권
라온저축은행,정기예금 비대면,"인터넷,스마트폰","- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,6,2.5,2.5,2금융권
라온저축은행,정기예금 비대면,"인터넷,스마트폰","- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,12,2.9,2.9,2금융권
라온저축은행,정기예금 비대면,"인터넷,스마트폰","- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,24,2.6,2.6,2금융권
라온저축은행,정기예금 비대면,"인터넷,스마트폰","- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,36,2.4,2.4,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,1,2.1,2.1,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,1,1.2,1.2,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,1,1.5,1.5,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,3,2.1,2.1,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,3,2.5,2.5,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,6,2.5,2.5,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,6,3.0,3.0,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,12,3.1,3.1,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,12,3.2,3.3,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,12,3.0,3.0,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,24,2.5,2.5,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,24,3.0,3.0,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,24,2.3,2.3,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,36,2.5,2.5,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,36,3.0,3.0,2금융권
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,36,2.3,2.3,2금융권
머스트삼일저축은행,비대면정기예금,스마트폰,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,1,1.5,1.5,2금융권
머스트삼일저축은행,비대면정기예금,스마트폰,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,3,2.5,2.5,2금융권
머스트삼일저축은행,비대면정기예금,스마트폰,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,6,2.9,2.9,2금융권
머스트삼일저축은행,비대면정기예금,스마트폰,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,12,2.96,2.96,2금융권
머스트삼일저축은행,비대면정기예금,스마트폰,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,12,3.0,3.0,2금융권
머스트삼일저축은행,비대면정기예금,스마트폰,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,24,2.6,2.6,2금융권
머스트삼일저축은행,비대면정기예금,스마트폰,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,36,2.4,2.4,2금융권
머스트삼일저축은행,자유적립예금,영업점,"- 만기후 1개월 이내 : 1.2%
- 만기후 1개월 초과 : 연0.2%",없음,제한없음,단리,6,1.0,1.0,2금융권
머스트삼일저축은행,자유적립예금,영업점,"- 만기후 1개월 이내 : 1.2%
- 만기후 1개월 초과 : 연0.2%",없음,제한없음,단리,12,1.6,1.6,2금융권
머스트삼일저축은행,자유적립예금,영업점,"- 만기후 1개월 이내 : 1.2%
- 만기후 1개월 초과 : 연0.2%",없음,제한없음,단리,24,1.6,1.6,2금융권
머스트삼일저축은행,자유적립예금,영업점,"- 만기후 1개월 이내 : 1.2%
- 만기후 1개월 초과 : 연0.2%",없음,제한없음,단리,36,1.6,1.6,2금융권
머스트삼일저축은행,정기예금,영업점,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,1,1.0,1.0,2금융권
머스트삼일저축은행,정기예금,영업점,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,3,1.0,1.0,2금융권
머스트삼일저축은행,정기예금,영업점,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,6,3.0,3.0,2금융권
머스트삼일저축은행,정기예금,영업점,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,12,3.0,3.0,2금융권
머스트삼일저축은행,정기예금,영업점,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,24,2.8,2.8,2금융권
머스트삼일저축은행,정기예금,영업점,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,36,2.8,2.8,2금융권
모아저축은행,e-모아 정기예금,"인터넷,스마트폰",1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,제한없음,단리,1,1.6,1.6,2금융권
모아저축은행,e-모아 정기예금,"인터넷,스마트폰",1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,제한없음,단리,3,1.7,1.7,2금융권
모아저축은행,e-모아 정기예금,"인터넷,스마트폰",1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,제한없음,단리,6,2.6,2.6,2금융권
모아저축은행,e-모아 정기예금,"인터넷,스마트폰",1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,제한없음,단리,12,2.9,2.9,2금융권
모아저축은행,e-모아 정기예금,"인터넷,스마트폰",1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,제한없음,단리,24,2.6,2.6,2금융권
모아저축은행,e-회전 정기예금,"인터넷,스마트폰",1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,제한없음,단리,12,3.0,3.0,2금융권
모아저축은행,앱전용 6개월 회전 정기예금,스마트폰,"- 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리
- 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율",없음,제한없음,단리,6,2.6,2.6,2금융권
모아저축은행,앱전용 회전 정기예금,스마트폰,"- 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리
- 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율",없음,제한없음,단리,12,3.0,3.0,2금융권
모아저축은행,정기예금,영업점,1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,제한없음,단리,1,1.6,1.6,2금융권
모아저축은행,정기예금,영업점,1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,제한없음,단리,3,1.7,1.7,2금융권
모아저축은행,정기예금,영업점,1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,제한없음,단리,6,2.6,2.6,2금융권
모아저축은행,정기예금,영업점,1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,제한없음,단리,12,2.9,2.9,2금융권
모아저축은행,정기예금,영업점,1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,제한없음,단리,24,2.6,2.6,2금융권
모아저축은행,회전 정기예금,영업점,1. 만기 후 1개월 이내 : 당초 약정이율과 만기시점 동일상품 동일기간제 금리 중 낮은 금리 / 2. 만기 후 1개월 초과 : 신규일 시점의 보통예금 이율,없음,제한없음,단리,12,3.0,3.0,2금융권
민국저축은행,e-행복정기예금 (인터넷),인터넷,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,1,1.6,1.6,2금융권
민국저축은행,e-행복정기예금 (인터넷),인터넷,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,3,1.8,1.8,2금융권
민국저축은행,e-행복정기예금 (인터넷),인터넷,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,6,2.4,2.4,2금융권
민국저축은행,e-행복정기예금 (인터넷),인터넷,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,12,3.0,3.0,2금융권
민국저축은행,e-행복정기예금 (인터넷),인터넷,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,24,2.4,2.4,2금융권
민국저축은행,e-행복정기예금 (인터넷),인터넷,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,36,2.4,2.4,2금융권
민국저축은행,비대면정기예금 (비대면),스마트폰,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,1,1.6,1.6,2금융권
민국저축은행,비대면정기예금 (비대면),스마트폰,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,3,1.8,1.8,2금융권
민국저축은행,비대면정기예금 (비대면),스마트폰,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,6,2.4,2.4,2금융권
민국저축은행,비대면정기예금 (비대면),스마트폰,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,12,3.0,3.0,2금융권
민국저축은행,비대면정기예금 (비대면),스마트폰,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,24,2.4,2.4,2금융권
민국저축은행,비대면정기예금 (비대면),스마트폰,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,36,2.4,2.4,2금융권
민국저축은행,정기예금,영업점,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용","* 최대우대금리 : 0.1%
- 창구에서 1년이상 재예치 하는 경우 + 0.1%p",제한없음,단리,1,1.6,1.6,2금융권
민국저축은행,정기예금,영업점,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용","* 최대우대금리 : 0.1%
- 창구에서 1년이상 재예치 하는 경우 + 0.1%p",제한없음,단리,3,1.8,1.8,2금융권
민국저축은행,정기예금,영업점,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용","* 최대우대금리 : 0.1%
- 창구에서 1년이상 재예치 하는 경우 + 0.1%p",제한없음,단리,6,2.6,2.6,2금융권
민국저축은행,정기예금,영업점,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용","* 최대우대금리 : 0.1%
- 창구에서 1년이상 재예치 하는 경우 + 0.1%p",제한없음,단리,12,3.0,3.1,2금융권
민국저축은행,정기예금,영업점,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용","* 최대우대금리 : 0.1%
- 창구에서 1년이상 재예치 하는 경우 + 0.1%p",제한없음,단리,24,2.6,2.7,2금융권
민국저축은행,정기예금,영업점,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용","* 최대우대금리 : 0.1%
- 창구에서 1년이상 재예치 하는 경우 + 0.1%p",제한없음,단리,36,2.6,2.7,2금융권
민국저축은행,톡톡정기예금 (모바일),스마트폰,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,1,1.6,1.6,2금융권
민국저축은행,톡톡정기예금 (모바일),스마트폰,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,3,1.8,1.8,2금융권
민국저축은행,톡톡정기예금 (모바일),스마트폰,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,6,2.4,2.4,2금융권
민국저축은행,톡톡정기예금 (모바일),스마트폰,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,12,3.0,3.0,2금융권
민국저축은행,톡톡정기예금 (모바일),스마트폰,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,24,2.4,2.4,2금융권
민국저축은행,톡톡정기예금 (모바일),스마트폰,"- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용",- 없음,개인,단리,36,2.4,2.4,2금융권
바로저축은행,SB톡톡 정기예금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,1,1.0,1.0,2금융권
바로저축은행,SB톡톡 정기예금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,1,2.0,2.0,2금융권
바로저축은행,SB톡톡 정기예금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,3,1.3,1.3,2금융권
바로저축은행,SB톡톡 정기예금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,3,2.2,2.2,2금융권
바로저축은행,SB톡톡 정기예금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,6,2.3,2.3,2금융권
바로저축은행,SB톡톡 정기예금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,6,3.0,3.0,2금융권
바로저축은행,SB톡톡 정기예금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,12,3.16,3.16,2금융권
바로저축은행,SB톡톡 정기예금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,12,3.0,3.0,2금융권
바로저축은행,SB톡톡 정기예금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,24,2.7,2.7,2금융권
바로저축은행,SB톡톡 정기예금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,24,2.9,2.9,2금융권
바로저축은행,SB톡톡 정기예금(비대면),스마트폰,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,36,2.7,2.7,2금융권
바로저축은행,바로6개월 정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,1,1.2,1.2,2금융권
바로저축은행,바로6개월 정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,3,1.3,1.3,2금융권
바로저축은행,바로6개월 정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,6,2.5,2.5,2금융권
바로저축은행,바로6개월 정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,6,2.6,2.6,2금융권
바로저축은행,바로6개월 정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,6,3.0,3.0,2금융권
바로저축은행,바로6개월 정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,12,2.9,2.9,2금융권
바로저축은행,바로6개월 정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,12,3.0,3.0,2금융권
바로저축은행,바로6개월 정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,24,2.6,2.6,2금융권
바로저축은행,바로6개월 정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,36,2.6,2.6,2금융권
바로저축은행,바로6개월 정기예금(비대면),"인터넷,스마트폰","* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,6,2.3,2.3,2금융권
바로저축은행,바로6개월 정기예금(비대면),"인터넷,스마트폰","* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,6,2.5,2.5,2금융권
바로저축은행,바로6개월 정기예금(비대면),"인터넷,스마트폰","* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,6,3.0,3.0,2금융권
바로저축은행,스마트정기예금(인터넷),인터넷,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,1,1.0,1.0,2금융권
바로저축은행,스마트정기예금(인터넷),인터넷,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,3,1.3,1.3,2금융권
바로저축은행,스마트정기예금(인터넷),인터넷,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,6,2.3,2.3,2금융권
바로저축은행,스마트정기예금(인터넷),인터넷,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,12,3.16,3.16,2금융권
바로저축은행,스마트정기예금(인터넷),인터넷,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,24,2.7,2.7,2금융권
바로저축은행,스마트정기예금(인터넷),인터넷,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,36,2.7,2.7,2금융권
바로저축은행,정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,1,1.0,1.0,2금융권
바로저축은행,정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,1,2.0,2.0,2금융권
바로저축은행,정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,3,1.3,1.3,2금융권
바로저축은행,정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,3,2.2,2.2,2금융권
바로저축은행,정기예금,영업점,"* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리",없음,제한없음,단리,6,2.3,2.3,2금융권
